Name,Branch,Pass-out Year,Gender,Skills_1,Skills_2,Skills_3,Interests_1,Interests_2,Interests_3,Hobbies_1,Hobbies_2,Hobbies_3,10th Marks,12th Marks/Diploma Marks,Study Goals,Dream Companies,Currently Working On,Spoken Languages_1,Spoken Languages_2,Spoken Languages_3
Student_294,Civil,2027,Non-binary,C++,Python,JavaScript,Gaming,Drawing,Machine Learning,Singing,Gardening,Reading,62,80,Good Job Placement,Wipro,Personal Project,English,Tamil,Telugu
Student_295,Computer Science,2027,Male,DBMS,Node.js,JavaScript,UI/UX Design,Machine Learning,Drawing,Cricket,Painting,Reading,77,81,Higher Studies,LTI Mindtree,Final Year Project,English,Bengali,Marathi
Student_296,Information Technology,2026,Male,DBMS,Java,React,UI/UX Design,Drawing,Machine Learning,Yoga,Football,Gardening,86,86,Entrepreneurship,TCS,Final Year Project,Bengali,Hindi,English
Student_297,Electronics,2024,Non-binary,HTML,React,DBMS,Machine Learning,Drawing,Data Science,Gardening,Reading,Singing,81,75,Entrepreneurship,Wipro,Personal Project,Telugu,Marathi,Tamil
Student_298,Civil,2024,Non-binary,JavaScript,Java,SQL,Sports,UI/UX Design,Drawing,Football,Cricket,Painting,76,92,Higher Studies,Amazon,Final Year Project,English,Telugu,Marathi
Student_299,Civil,2024,Male,SQL,C++,Java,Drawing,Gaming,UI/UX Design,Football,Cricket,Yoga,78,80,Entrepreneurship,LTI Mindtree,Internship,Marathi,Telugu,Bengali
Student_300,Civil,2025,Non-binary,DBMS,Node.js,SQL,Drawing,Data Science,Music,Reading,Singing,Football,65,71,Higher Studies,Google,Final Year Project,Bengali,Telugu,Hindi
Student_301,Civil,2025,Male,DBMS,Java,JavaScript,Machine Learning,Coding,Music,Singing,Gardening,Painting,80,88,Entrepreneurship,Microsoft,Final Year Project,Tamil,Telugu,Marathi
Student_302,Computer Science,2027,Male,JavaScript,Java,React,Drawing,Machine Learning,Music,Painting,Reading,Dancing,86,100,Entrepreneurship,Google,Personal Project,Tamil,Telugu,Hindi
Student_303,Information Technology,2027,Female,SQL,JavaScript,Python,Music,Gaming,Machine Learning,Football,Cricket,Yoga,62,90,Entrepreneurship,LTI Mindtree,Personal Project,Bengali,English,Marathi
Student_304,Electronics,2024,Non-binary,SQL,HTML,Node.js,Machine Learning,Music,Coding,Dancing,Singing,Yoga,77,98,Good Job Placement,Microsoft,Personal Project,Telugu,Marathi,Bengali
Student_305,Information Technology,2025,Female,DBMS,SQL,C++,Music,Data Science,Machine Learning,Cricket,Yoga,Dancing,85,63,Good Job Placement,Microsoft,Final Year Project,Telugu,Bengali,English
Student_306,Electronics,2024,Female,C++,HTML,Java,Gaming,UI/UX Design,Music,Painting,Cricket,Gardening,65,66,Entrepreneurship,Google,Personal Project,Telugu,Marathi,Bengali
Student_307,Information Technology,2023,Male,React,HTML,Python,Coding,UI/UX Design,Data Science,Cricket,Dancing,Painting,60,97,Good Job Placement,Google,Personal Project,English,Hindi,Tamil
Student_308,Information Technology,2023,Male,JavaScript,React,SQL,Machine Learning,Sports,Music,Yoga,Painting,Dancing,69,63,Good Job Placement,Infosys,Final Year Project,Telugu,Bengali,Hindi
Student_309,Electronics,2023,Female,Java,Node.js,Python,Sports,Music,Coding,Yoga,Reading,Singing,73,72,Higher Studies,Google,Personal Project,Bengali,Tamil,English
Student_310,Computer Science,2023,Non-binary,Python,SQL,HTML,Sports,UI/UX Design,Music,Yoga,Cricket,Reading,85,63,Good Job Placement,Amazon,Final Year Project,Marathi,Tamil,English
Student_311,Mechanical,2023,Non-binary,SQL,CSS,React,Gaming,Coding,Drawing,Cricket,Yoga,Gardening,76,100,Higher Studies,Infosys,Final Year Project,English,Bengali,Marathi
Student_312,Civil,2023,Non-binary,Java,JavaScript,HTML,Drawing,Coding,Sports,Dancing,Football,Yoga,79,71,Entrepreneurship,Microsoft,Final Year Project,Tamil,Hindi,Telugu
Student_313,Information Technology,2026,Non-binary,CSS,React,C++,Drawing,UI/UX Design,Music,Yoga,Singing,Reading,83,97,Higher Studies,Microsoft,Final Year Project,Marathi,Hindi,Telugu
Student_314,Civil,2027,Female,DBMS,Java,React,Music,Gaming,Machine Learning,Singing,Dancing,Yoga,97,80,Higher Studies,Infosys,Final Year Project,English,Hindi,Bengali
Student_315,Electronics,2025,Non-binary,DBMS,Python,CSS,Data Science,Gaming,Machine Learning,Dancing,Painting,Yoga,62,85,Higher Studies,Amazon,Final Year Project,Marathi,Bengali,Hindi
Student_316,Information Technology,2024,Male,HTML,Python,Node.js,Music,Sports,Data Science,Reading,Yoga,Singing,84,86,Good Job Placement,Amazon,Personal Project,Telugu,English,Marathi
Student_317,Mechanical,2025,Non-binary,SQL,CSS,JavaScript,Coding,UI/UX Design,Gaming,Reading,Singing,Gardening,96,78,Higher Studies,Amazon,Internship,Tamil,Bengali,English
Student_318,Information Technology,2023,Non-binary,C++,React,DBMS,Data Science,Gaming,Drawing,Yoga,Singing,Gardening,79,74,Entrepreneurship,Google,Internship,Hindi,Bengali,Tamil
Student_319,Electronics,2023,Male,React,C++,HTML,Data Science,Music,Coding,Gardening,Dancing,Yoga,86,97,Good Job Placement,Wipro,Internship,English,Hindi,Telugu
Student_320,Mechanical,2023,Non-binary,HTML,CSS,React,UI/UX Design,Data Science,Coding,Football,Reading,Gardening,88,65,Entrepreneurship,EPAM,Internship,Telugu,Tamil,Marathi
Student_321,Computer Science,2026,Male,Node.js,HTML,CSS,Sports,Coding,Machine Learning,Football,Dancing,Yoga,88,79,Good Job Placement,Infosys,Internship,English,Hindi,Tamil
Student_322,Mechanical,2023,Non-binary,CSS,DBMS,Python,UI/UX Design,Music,Sports,Cricket,Gardening,Reading,92,97,Entrepreneurship,Wipro,Final Year Project,Tamil,English,Marathi
Student_323,Computer Science,2023,Male,Java,Node.js,SQL,UI/UX Design,Data Science,Coding,Gardening,Football,Dancing,73,85,Good Job Placement,Wipro,Internship,Marathi,Bengali,English
Student_324,Information Technology,2024,Female,HTML,CSS,Python,Coding,Gaming,UI/UX Design,Gardening,Football,Cricket,81,70,Higher Studies,Google,Internship,Bengali,Telugu,English
Student_325,Mechanical,2024,Female,Java,SQL,C++,Data Science,UI/UX Design,Coding,Singing,Reading,Gardening,67,79,Good Job Placement,Amazon,Internship,Tamil,Telugu,Hindi
Student_326,Civil,2026,Non-binary,Java,JavaScript,Node.js,Music,Drawing,Data Science,Yoga,Cricket,Dancing,90,74,Entrepreneurship,Infosys,Final Year Project,Bengali,Telugu,Tamil
Student_327,Computer Science,2024,Non-binary,JavaScript,CSS,Java,UI/UX Design,Data Science,Music,Singing,Cricket,Reading,91,67,Entrepreneurship,Amazon,Personal Project,Tamil,Bengali,Telugu
Student_328,Information Technology,2023,Male,JavaScript,React,HTML,Coding,Gaming,Drawing,Cricket,Painting,Singing,68,67,Higher Studies,Wipro,Internship,English,Hindi,Bengali
Student_329,Mechanical,2027,Male,C++,Java,HTML,Sports,Data Science,Machine Learning,Reading,Singing,Yoga,79,89,Good Job Placement,Wipro,Final Year Project,Marathi,Bengali,Tamil
Student_330,Civil,2027,Female,CSS,C++,Node.js,Data Science,Music,Sports,Cricket,Yoga,Singing,88,69,Entrepreneurship,Google,Personal Project,Marathi,Bengali,Hindi
Student_331,Information Technology,2023,Male,HTML,C++,JavaScript,Gaming,Data Science,Sports,Painting,Cricket,Gardening,86,99,Good Job Placement,Microsoft,Internship,English,Hindi,Tamil
Student_332,Mechanical,2025,Male,JavaScript,SQL,Java,Gaming,Music,Machine Learning,Dancing,Gardening,Football,98,78,Entrepreneurship,LTI Mindtree,Internship,Hindi,English,Telugu
Student_333,Mechanical,2024,Non-binary,React,C++,CSS,Machine Learning,Data Science,UI/UX Design,Reading,Dancing,Painting,61,88,Entrepreneurship,Google,Personal Project,Tamil,Bengali,Hindi
Student_334,Mechanical,2025,Non-binary,Node.js,CSS,Java,Gaming,Drawing,Data Science,Yoga,Gardening,Dancing,95,92,Good Job Placement,EPAM,Final Year Project,Bengali,Telugu,Marathi
Student_335,Civil,2023,Non-binary,SQL,HTML,JavaScript,Machine Learning,Music,UI/UX Design,Reading,Gardening,Cricket,93,68,Entrepreneurship,EPAM,Personal Project,Telugu,Bengali,English
Student_336,Civil,2023,Male,CSS,SQL,HTML,Drawing,Coding,Machine Learning,Football,Gardening,Reading,89,81,Good Job Placement,Microsoft,Personal Project,Tamil,Bengali,Hindi
Student_337,Computer Science,2024,Female,CSS,DBMS,C++,Data Science,Gaming,Drawing,Singing,Gardening,Dancing,64,97,Entrepreneurship,Amazon,Final Year Project,Hindi,Tamil,Marathi
Student_338,Information Technology,2024,Non-binary,C++,HTML,Java,Drawing,Data Science,Gaming,Gardening,Cricket,Dancing,77,76,Entrepreneurship,TCS,Personal Project,English,Marathi,Tamil
Student_339,Electronics,2024,Female,React,DBMS,SQL,UI/UX Design,Music,Machine Learning,Football,Yoga,Dancing,92,89,Good Job Placement,LTI Mindtree,Internship,Hindi,Marathi,Bengali
Student_340,Civil,2026,Male,C++,CSS,SQL,UI/UX Design,Drawing,Coding,Reading,Yoga,Dancing,82,82,Entrepreneurship,EPAM,Final Year Project,Bengali,Marathi,Tamil
Student_341,Computer Science,2024,Female,JavaScript,Java,CSS,UI/UX Design,Sports,Data Science,Football,Gardening,Dancing,84,78,Entrepreneurship,LTI Mindtree,Final Year Project,Telugu,Bengali,Hindi
Student_342,Electronics,2024,Non-binary,CSS,SQL,C++,Sports,Music,Machine Learning,Football,Singing,Yoga,79,65,Higher Studies,TCS,Internship,Marathi,Hindi,English
Student_343,Electronics,2026,Female,CSS,SQL,Java,Sports,Music,Coding,Gardening,Singing,Yoga,68,71,Good Job Placement,Microsoft,Internship,Marathi,Hindi,Tamil
Student_344,Electronics,2025,Non-binary,DBMS,HTML,JavaScript,Data Science,Coding,UI/UX Design,Painting,Cricket,Football,78,83,Good Job Placement,TCS,Personal Project,English,Hindi,Marathi
Student_345,Mechanical,2026,Female,DBMS,C++,Java,Data Science,Drawing,Music,Singing,Painting,Reading,64,69,Entrepreneurship,TCS,Internship,Marathi,Hindi,English
Student_346,Electronics,2027,Non-binary,Python,SQL,Node.js,Machine Learning,Data Science,Music,Reading,Football,Painting,72,92,Entrepreneurship,LTI Mindtree,Final Year Project,Marathi,Bengali,Telugu
Student_347,Computer Science,2026,Non-binary,Java,HTML,CSS,Sports,Coding,Music,Painting,Reading,Singing,78,97,Good Job Placement,LTI Mindtree,Internship,English,Marathi,Tamil
Student_348,Civil,2025,Non-binary,C++,DBMS,JavaScript,Sports,Drawing,UI/UX Design,Yoga,Reading,Cricket,89,98,Higher Studies,Microsoft,Internship,Telugu,Bengali,Marathi
Student_349,Civil,2024,Female,SQL,CSS,React,Coding,Drawing,Gaming,Painting,Gardening,Reading,78,78,Higher Studies,Infosys,Final Year Project,Marathi,Tamil,Bengali
Student_350,Civil,2025,Non-binary,Python,React,HTML,Data Science,Drawing,Coding,Gardening,Cricket,Yoga,93,67,Good Job Placement,Infosys,Personal Project,Tamil,Bengali,Hindi
Student_351,Information Technology,2025,Non-binary,JavaScript,React,SQL,Machine Learning,Drawing,Coding,Painting,Dancing,Cricket,67,61,Entrepreneurship,EPAM,Internship,Tamil,Bengali,English
Student_352,Electronics,2023,Non-binary,JavaScript,Java,DBMS,UI/UX Design,Drawing,Coding,Football,Dancing,Painting,73,85,Good Job Placement,Google,Internship,Hindi,Tamil,Bengali
Student_353,Information Technology,2024,Male,Python,Node.js,C++,Drawing,Music,Coding,Painting,Yoga,Dancing,88,76,Higher Studies,Infosys,Personal Project,Telugu,Hindi,Marathi
Student_354,Civil,2023,Non-binary,Java,JavaScript,C++,Machine Learning,UI/UX Design,Music,Football,Dancing,Reading,95,67,Entrepreneurship,LTI Mindtree,Personal Project,English,Tamil,Hindi
Student_355,Information Technology,2024,Female,CSS,JavaScript,C++,Drawing,Machine Learning,Sports,Singing,Dancing,Reading,74,78,Good Job Placement,Amazon,Final Year Project,Hindi,Telugu,Marathi
Student_356,Information Technology,2024,Female,Python,C++,DBMS,Sports,Machine Learning,Drawing,Gardening,Singing,Yoga,88,74,Entrepreneurship,Infosys,Final Year Project,Hindi,Bengali,Telugu
Student_357,Information Technology,2025,Non-binary,DBMS,CSS,C++,Gaming,Music,Drawing,Painting,Cricket,Reading,74,99,Entrepreneurship,EPAM,Final Year Project,English,Telugu,Hindi
Student_358,Electronics,2025,Male,Python,JavaScript,Node.js,Machine Learning,Drawing,Music,Singing,Dancing,Football,91,79,Entrepreneurship,Wipro,Final Year Project,Marathi,Telugu,English
Student_359,Electronics,2026,Non-binary,Python,CSS,C++,Drawing,Music,Sports,Reading,Cricket,Singing,79,79,Good Job Placement,LTI Mindtree,Final Year Project,English,Hindi,Tamil
Student_360,Computer Science,2024,Non-binary,Java,C++,JavaScript,Coding,Machine Learning,UI/UX Design,Reading,Football,Painting,88,98,Entrepreneurship,Amazon,Personal Project,Tamil,Bengali,Hindi
Student_361,Information Technology,2024,Female,Python,SQL,CSS,Machine Learning,UI/UX Design,Coding,Painting,Gardening,Singing,83,68,Good Job Placement,Google,Internship,Telugu,Tamil,Bengali
Student_362,Information Technology,2024,Male,SQL,Node.js,React,Gaming,Coding,Data Science,Singing,Dancing,Cricket,92,65,Entrepreneurship,Wipro,Personal Project,Bengali,Hindi,English
Student_363,Electronics,2027,Female,Node.js,CSS,C++,UI/UX Design,Data Science,Drawing,Gardening,Football,Singing,98,82,Higher Studies,Amazon,Internship,Marathi,Tamil,Bengali
Student_364,Civil,2027,Male,SQL,CSS,HTML,Coding,Sports,Data Science,Football,Painting,Yoga,81,69,Good Job Placement,Google,Internship,English,Hindi,Telugu
Student_365,Information Technology,2027,Non-binary,JavaScript,HTML,Java,Drawing,Data Science,Gaming,Cricket,Singing,Dancing,85,82,Entrepreneurship,Microsoft,Internship,English,Telugu,Marathi
Student_366,Electronics,2023,Male,DBMS,C++,Python,UI/UX Design,Coding,Sports,Football,Painting,Reading,68,80,Good Job Placement,Amazon,Internship,Bengali,Hindi,English
Student_367,Electronics,2026,Male,C++,HTML,Java,Data Science,Coding,Music,Yoga,Cricket,Painting,60,60,Higher Studies,TCS,Internship,Telugu,Bengali,Marathi
Student_368,Computer Science,2024,Non-binary,Python,CSS,JavaScript,Music,Data Science,Machine Learning,Yoga,Cricket,Football,75,80,Entrepreneurship,EPAM,Internship,English,Telugu,Hindi
Student_369,Computer Science,2023,Male,Node.js,React,HTML,Data Science,Music,Machine Learning,Singing,Reading,Yoga,96,99,Entrepreneurship,Google,Internship,Telugu,Hindi,Marathi
Student_370,Electronics,2023,Female,JavaScript,Node.js,SQL,Data Science,Music,Sports,Singing,Dancing,Yoga,63,68,Higher Studies,LTI Mindtree,Personal Project,English,Marathi,Hindi
Student_371,Civil,2026,Female,HTML,Java,Node.js,Machine Learning,Drawing,Music,Yoga,Reading,Dancing,74,83,Good Job Placement,Microsoft,Final Year Project,Tamil,English,Hindi
Student_372,Mechanical,2026,Female,SQL,CSS,C++,Data Science,Music,Coding,Football,Painting,Singing,99,71,Entrepreneurship,TCS,Personal Project,Telugu,Hindi,Bengali
Student_373,Mechanical,2025,Female,Python,C++,Node.js,Data Science,Drawing,Sports,Painting,Singing,Football,80,80,Good Job Placement,Infosys,Final Year Project,Tamil,English,Marathi
Student_374,Computer Science,2023,Non-binary,JavaScript,CSS,DBMS,Drawing,Gaming,Music,Dancing,Cricket,Painting,69,99,Good Job Placement,EPAM,Internship,Bengali,Tamil,Marathi
Student_375,Mechanical,2026,Non-binary,HTML,CSS,C++,Machine Learning,Coding,Gaming,Singing,Dancing,Gardening,77,72,Good Job Placement,Wipro,Final Year Project,Telugu,Bengali,English
Student_376,Electronics,2023,Female,HTML,Java,CSS,Coding,Music,Gaming,Cricket,Football,Singing,98,97,Entrepreneurship,Google,Internship,Bengali,English,Tamil
Student_377,Electronics,2026,Non-binary,C++,React,Node.js,Drawing,Music,Sports,Football,Painting,Singing,90,81,Higher Studies,LTI Mindtree,Internship,English,Bengali,Tamil
Student_378,Information Technology,2027,Male,SQL,C++,JavaScript,UI/UX Design,Sports,Machine Learning,Football,Dancing,Singing,80,73,Entrepreneurship,Wipro,Personal Project,Hindi,Tamil,Marathi
Student_379,Mechanical,2025,Non-binary,CSS,SQL,HTML,Drawing,UI/UX Design,Gaming,Cricket,Yoga,Reading,92,77,Entrepreneurship,Infosys,Personal Project,English,Bengali,Telugu
Student_380,Civil,2027,Male,DBMS,SQL,Node.js,Machine Learning,Gaming,Music,Dancing,Painting,Cricket,76,73,Higher Studies,Amazon,Final Year Project,Telugu,English,Marathi
Student_381,Electronics,2024,Non-binary,C++,Python,React,Sports,UI/UX Design,Music,Singing,Yoga,Cricket,91,77,Entrepreneurship,EPAM,Personal Project,Hindi,Bengali,Marathi
Student_382,Computer Science,2027,Non-binary,CSS,Python,SQL,Data Science,Music,Coding,Reading,Yoga,Cricket,83,67,Good Job Placement,Microsoft,Personal Project,Telugu,Hindi,Marathi
Student_383,Civil,2025,Non-binary,CSS,JavaScript,C++,Data Science,UI/UX Design,Drawing,Painting,Football,Singing,78,90,Good Job Placement,Wipro,Final Year Project,Bengali,Telugu,Tamil
Student_384,Mechanical,2026,Female,JavaScript,Java,SQL,Data Science,Coding,Machine Learning,Singing,Gardening,Football,69,72,Higher Studies,Infosys,Internship,Hindi,Telugu,English
Student_385,Electronics,2027,Non-binary,Java,SQL,React,Drawing,UI/UX Design,Sports,Cricket,Yoga,Reading,69,87,Entrepreneurship,LTI Mindtree,Personal Project,Hindi,Marathi,Bengali
Student_386,Mechanical,2023,Male,C++,JavaScript,SQL,Sports,Drawing,Coding,Painting,Reading,Cricket,73,82,Entrepreneurship,EPAM,Internship,Marathi,Tamil,Bengali
Student_387,Computer Science,2025,Male,HTML,C++,Python,Music,Gaming,Data Science,Yoga,Painting,Reading,67,95,Entrepreneurship,EPAM,Final Year Project,Hindi,Telugu,Tamil
Student_388,Electronics,2026,Male,CSS,Node.js,C++,Machine Learning,Sports,Music,Singing,Dancing,Yoga,79,86,Entrepreneurship,Microsoft,Personal Project,Hindi,English,Marathi
Student_389,Civil,2027,Female,Java,React,CSS,Coding,Sports,Music,Painting,Dancing,Cricket,61,82,Entrepreneurship,Wipro,Personal Project,Bengali,Tamil,Hindi
Student_390,Information Technology,2023,Female,SQL,Java,CSS,Music,Drawing,Gaming,Cricket,Football,Yoga,84,97,Entrepreneurship,EPAM,Personal Project,Bengali,Tamil,English
Student_391,Electronics,2025,Non-binary,Python,JavaScript,C++,Coding,Gaming,Music,Dancing,Football,Yoga,84,71,Entrepreneurship,Google,Personal Project,Marathi,Telugu,English
Student_392,Information Technology,2025,Female,Java,Python,HTML,Sports,Coding,Drawing,Football,Reading,Cricket,98,93,Good Job Placement,Microsoft,Internship,English,Marathi,Telugu
Student_393,Information Technology,2024,Male,HTML,DBMS,Python,Music,Sports,Gaming,Football,Dancing,Cricket,80,85,Good Job Placement,Microsoft,Personal Project,Hindi,Tamil,English
Student_394,Computer Science,2024,Non-binary,CSS,React,C++,Music,Machine Learning,Coding,Football,Reading,Dancing,98,68,Entrepreneurship,Google,Internship,Tamil,Hindi,English
Student_395,Mechanical,2025,Female,Python,DBMS,Java,UI/UX Design,Coding,Sports,Singing,Yoga,Reading,72,100,Entrepreneurship,TCS,Internship,Marathi,Telugu,Bengali
Student_396,Information Technology,2027,Female,Java,JavaScript,DBMS,Gaming,Machine Learning,Coding,Reading,Painting,Gardening,68,93,Entrepreneurship,Wipro,Personal Project,Telugu,Bengali,Marathi
Student_397,Mechanical,2024,Non-binary,C++,React,JavaScript,Sports,Machine Learning,Data Science,Football,Gardening,Cricket,69,62,Entrepreneurship,Wipro,Personal Project,Tamil,Telugu,Marathi
Student_398,Information Technology,2027,Female,JavaScript,HTML,Node.js,Data Science,Gaming,Coding,Reading,Singing,Gardening,63,95,Good Job Placement,Microsoft,Personal Project,Telugu,Bengali,Tamil
Student_399,Computer Science,2025,Male,Java,Python,HTML,Gaming,Coding,Machine Learning,Football,Gardening,Reading,100,65,Entrepreneurship,Amazon,Internship,Tamil,English,Hindi
Student_400,Computer Science,2027,Non-binary,HTML,SQL,Java,Data Science,UI/UX Design,Sports,Cricket,Painting,Yoga,63,65,Higher Studies,TCS,Final Year Project,English,Bengali,Marathi
Student_401,Civil,2025,Non-binary,Java,React,Python,Machine Learning,Data Science,Gaming,Football,Reading,Painting,82,99,Good Job Placement,Wipro,Personal Project,Bengali,Telugu,Hindi
Student_402,Computer Science,2025,Male,C++,JavaScript,CSS,Coding,Sports,Data Science,Yoga,Singing,Gardening,87,90,Good Job Placement,TCS,Personal Project,Bengali,Telugu,Tamil
Student_403,Information Technology,2024,Male,React,DBMS,Node.js,Machine Learning,Data Science,Drawing,Gardening,Football,Yoga,80,81,Good Job Placement,EPAM,Internship,Bengali,Marathi,Hindi
Student_404,Mechanical,2023,Female,Java,C++,Node.js,UI/UX Design,Gaming,Machine Learning,Dancing,Football,Reading,82,81,Entrepreneurship,Infosys,Personal Project,Hindi,Tamil,Telugu
Student_405,Electronics,2027,Non-binary,Java,React,HTML,Gaming,UI/UX Design,Coding,Gardening,Singing,Dancing,91,63,Good Job Placement,TCS,Personal Project,Bengali,Hindi,Tamil
Student_406,Civil,2026,Female,Python,SQL,React,Data Science,Machine Learning,Sports,Football,Reading,Painting,68,64,Higher Studies,Microsoft,Final Year Project,Tamil,Hindi,Bengali
Student_407,Electronics,2023,Female,SQL,HTML,DBMS,Data Science,Music,UI/UX Design,Painting,Singing,Dancing,89,74,Higher Studies,Google,Final Year Project,English,Tamil,Marathi
Student_408,Civil,2024,Non-binary,HTML,Python,SQL,Data Science,Drawing,Music,Gardening,Reading,Football,89,80,Higher Studies,EPAM,Internship,Bengali,Telugu,Hindi
Student_409,Information Technology,2027,Non-binary,HTML,DBMS,SQL,UI/UX Design,Data Science,Machine Learning,Painting,Reading,Dancing,69,99,Entrepreneurship,EPAM,Final Year Project,English,Bengali,Tamil
Student_410,Mechanical,2023,Male,DBMS,CSS,Python,Drawing,Data Science,Gaming,Yoga,Reading,Football,60,75,Entrepreneurship,LTI Mindtree,Final Year Project,Tamil,Bengali,English
Student_411,Mechanical,2027,Female,Node.js,React,HTML,Sports,Music,Drawing,Football,Painting,Singing,69,69,Higher Studies,Infosys,Personal Project,English,Bengali,Tamil
Student_412,Computer Science,2024,Male,Node.js,CSS,Java,UI/UX Design,Machine Learning,Sports,Gardening,Football,Cricket,92,90,Higher Studies,EPAM,Personal Project,Marathi,Telugu,Tamil
Student_413,Information Technology,2023,Male,C++,JavaScript,Python,Music,UI/UX Design,Machine Learning,Cricket,Dancing,Reading,64,84,Good Job Placement,Amazon,Final Year Project,Hindi,Marathi,Telugu
Student_414,Electronics,2025,Male,DBMS,SQL,Java,Data Science,UI/UX Design,Coding,Dancing,Singing,Painting,74,87,Good Job Placement,TCS,Final Year Project,Marathi,Bengali,English
Student_415,Mechanical,2023,Male,Node.js,CSS,React,Music,Machine Learning,Coding,Cricket,Painting,Singing,69,68,Good Job Placement,Wipro,Personal Project,Telugu,English,Hindi
Student_416,Mechanical,2027,Non-binary,C++,DBMS,React,Machine Learning,Music,Gaming,Dancing,Painting,Gardening,92,98,Good Job Placement,LTI Mindtree,Final Year Project,Telugu,English,Bengali
Student_417,Electronics,2023,Male,React,C++,JavaScript,Machine Learning,UI/UX Design,Gaming,Reading,Football,Gardening,74,77,Good Job Placement,Microsoft,Internship,Bengali,Hindi,Marathi
Student_418,Information Technology,2027,Female,JavaScript,Python,C++,Drawing,Coding,UI/UX Design,Yoga,Gardening,Reading,73,66,Higher Studies,LTI Mindtree,Personal Project,Telugu,Bengali,Hindi
Student_419,Mechanical,2026,Male,Java,HTML,CSS,Data Science,Music,UI/UX Design,Painting,Gardening,Yoga,96,64,Entrepreneurship,TCS,Personal Project,English,Bengali,Marathi
Student_420,Civil,2023,Male,CSS,Node.js,DBMS,Music,UI/UX Design,Machine Learning,Painting,Cricket,Yoga,73,73,Good Job Placement,Microsoft,Internship,English,Hindi,Telugu
Student_421,Electronics,2024,Male,SQL,DBMS,Python,Music,Data Science,Drawing,Yoga,Reading,Gardening,78,63,Entrepreneurship,Amazon,Personal Project,Marathi,Telugu,English
Student_422,Computer Science,2025,Non-binary,JavaScript,HTML,Node.js,Drawing,Music,Gaming,Singing,Gardening,Painting,85,90,Good Job Placement,LTI Mindtree,Internship,Telugu,Hindi,Bengali
Student_423,Information Technology,2023,Male,C++,JavaScript,HTML,Gaming,Coding,Data Science,Cricket,Painting,Dancing,81,89,Higher Studies,EPAM,Internship,Telugu,English,Hindi
Student_424,Computer Science,2027,Male,Node.js,JavaScript,DBMS,Coding,Music,Machine Learning,Reading,Singing,Dancing,60,65,Higher Studies,Infosys,Internship,Tamil,Bengali,Telugu
Student_425,Electronics,2027,Female,Python,C++,DBMS,Gaming,Drawing,Data Science,Yoga,Football,Reading,71,89,Entrepreneurship,Infosys,Internship,Marathi,Tamil,Hindi
Student_426,Information Technology,2027,Female,CSS,SQL,HTML,UI/UX Design,Drawing,Machine Learning,Yoga,Dancing,Painting,83,85,Good Job Placement,Infosys,Personal Project,Bengali,English,Marathi
Student_427,Mechanical,2023,Non-binary,JavaScript,CSS,Python,Machine Learning,Gaming,Coding,Football,Gardening,Cricket,85,92,Higher Studies,Amazon,Internship,Bengali,Hindi,Tamil
Student_428,Civil,2023,Non-binary,SQL,DBMS,React,Coding,Gaming,Sports,Reading,Singing,Painting,93,97,Higher Studies,LTI Mindtree,Final Year Project,Hindi,Marathi,Bengali
Student_429,Civil,2026,Male,React,DBMS,C++,Music,Gaming,Coding,Football,Painting,Reading,68,87,Higher Studies,Microsoft,Final Year Project,Telugu,English,Marathi
Student_430,Electronics,2027,Female,React,HTML,Java,Sports,Music,Drawing,Painting,Dancing,Gardening,80,75,Good Job Placement,Google,Personal Project,English,Marathi,Hindi
Student_431,Information Technology,2024,Female,CSS,Python,Java,Drawing,UI/UX Design,Coding,Football,Gardening,Reading,99,89,Higher Studies,LTI Mindtree,Final Year Project,Bengali,Hindi,Telugu
Student_432,Civil,2025,Male,C++,CSS,HTML,Music,Drawing,UI/UX Design,Gardening,Painting,Yoga,80,91,Good Job Placement,Wipro,Internship,Telugu,Tamil,English
Student_433,Civil,2024,Non-binary,JavaScript,HTML,React,Drawing,Coding,Data Science,Cricket,Singing,Dancing,94,78,Entrepreneurship,LTI Mindtree,Final Year Project,Telugu,Bengali,Marathi
Student_434,Electronics,2026,Male,SQL,Python,Node.js,Sports,Drawing,UI/UX Design,Dancing,Yoga,Gardening,75,89,Good Job Placement,Wipro,Personal Project,Bengali,Marathi,Telugu
Student_435,Civil,2024,Female,React,Node.js,C++,Music,Sports,Drawing,Reading,Singing,Painting,79,76,Good Job Placement,Amazon,Final Year Project,Tamil,Telugu,Hindi
Student_436,Mechanical,2027,Female,Node.js,Java,Python,Machine Learning,UI/UX Design,Sports,Dancing,Yoga,Football,91,87,Higher Studies,Wipro,Final Year Project,English,Telugu,Marathi
Student_437,Computer Science,2023,Female,JavaScript,SQL,DBMS,Sports,Music,Drawing,Reading,Singing,Cricket,87,64,Entrepreneurship,LTI Mindtree,Final Year Project,Marathi,Hindi,English
Student_438,Computer Science,2026,Female,Java,DBMS,JavaScript,Machine Learning,Data Science,Drawing,Dancing,Reading,Football,85,85,Entrepreneurship,TCS,Internship,Telugu,Marathi,Tamil
Student_439,Civil,2023,Non-binary,Node.js,C++,Python,Sports,Coding,UI/UX Design,Painting,Cricket,Gardening,94,72,Good Job Placement,Amazon,Final Year Project,Hindi,English,Marathi
Student_440,Civil,2027,Non-binary,DBMS,Python,SQL,Sports,Machine Learning,Music,Gardening,Reading,Football,91,73,Good Job Placement,TCS,Final Year Project,Marathi,Hindi,Telugu
